"CASEID","POINT_X","POINT_Y","YEAR_","LOCATION","CHPTYPE","DAYWEEK","CRASHSEV","VIOLCAT","KILLED","INJURED","WEATHER1","PEDCOL","BICCOL","MCCOL","TRUCKCOL","ETOH","TIMECAT","MONTH_","CRASHTYP","INVOLVE","PED","PRIMARYRD","SECONDRD","DISTANCE","DIRECT","INTERSECT_","PROCDATE","JURIS","DATE_","TIME_","BADGE","JURIDIST","SHIFT","POP","SPECIAL","BEATTYPE","LAPDDIV","BEATCLAS","BEATNUMB","WEATHER2","STATEHW","CALTRANC","CALTRAND","STROUTE","ROUTESUF","POSTPRE","POSTMILE","LOCATYPE","RAMP","SIDEHW","TOWAWAY","PARTIES","PCF","VIOLCODE","VIOL","VIOLSUB","HITRUN","ROADSURF","RDCOND1","RDCOND2","LIGHTING","RIGHTWAY","CHPRDTYP","NOTPRIV","STFAULT","CHPFAULT","SEVINJ","OTHERINJ","COP","PEDKILL","PEDINJ","BICKILL","BICINJ","MCKILL","MCINJURE","RAMP1","RAMP2","CITY","COUNTY","STATE","X_CHP","Y_CHP"
"5761482",-118.166462208,33.9354048879,2012,"1969","0","7","2","03",0,2,"A",,,,,"Y",2100,1,"D","C","A","GARFIELD AV","BURNTWOOD ST",0,,"Y","2013-07-15",1969,"2012-01-29",1847,"10171","TRAFF","5","5","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","C","A","0","Y","A","01",2,0,0,0,0,0,0,0,0,"-","-","SOUTH GATE","LOS ANGELES","CA",0,0
"5761478",-118.30613318,33.8894808146,2012,"1924","0","6","3","03",0,1,"B","Y",,,,,300,1,"H","E","E","REDONDO BEACH BL","LA SALLE AV",16,"E","N","2013-07-15",1924,"2012-01-21",10,"105794","39","5","5","0","0",,"0","8T11","-","N",,0,0,,,0,,,,"N",3,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,1,0,0,1,0,0,0,0,"-","-","GARDENA","LOS ANGELES","CA",0,0
"5761474",-118.299478773,33.8768795815,2012,"1924","0","3","4","04",0,1,"A",,,"Y",,,2400,1,"C","C","A","NORMANDIE AV","170TH ST",132,"N","N","2013-07-13",1924,"2012-01-25",2215,"83270","43","5","5","0","0",,"0","8L2M","-","N",,0,0,,,0,,,,"N",2,"A","-",21703,,"N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,1,"-","-","GARDENA","LOS ANGELES","CA",0,0
"5761470",-118.309152186,33.8956190114,2012,"1924","0","3","4","03",0,1,"A",,"Y",,,,2100,1,"C","G","A","WESTERN AV","150TH ST",24,"S","N","2013-07-13",1924,"2012-01-25",1819,"112035","23","5","5","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","C","D","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","GARDENA","LOS ANGELES","CA",0,0
"5761466",-118.29638916,33.9126150853,2012,"1924","0","3","4","09",0,4,"A",,,,,,1800,1,"D","C","A","132ND ST","BUDLONG AV",7,"E","N","2013-07-13",1924,"2012-01-25",1719,"77534","10","5","5","0","0",,"0","8L4D","-","N",,0,0,,,0,,,,"N",3,"A","-",21802,"A","N","A","H","-","A","A","0","Y","A","01",0,0,4,0,0,0,0,0,0,"-","-","GARDENA","LOS ANGELES","CA",0,0
"5761462",-118.299541914,33.8849930594,2012,"1924","0","7","4","10",0,1,"A","Y",,,,,2100,1,"G","B","B","NORMANDIE AV","161ST ST",3,"N","N","2013-07-13",1924,"2012-01-08",1937,"108241","40","5","5","0","0",,"0","8T3","-","N",,0,0,,,0,,,,"N",2,"A","-",21950,"A","N","A","H","-","C","A","0","Y","A","01",0,0,1,0,1,0,0,0,0,"-","-","GARDENA","LOS ANGELES","CA",0,0
"5761458",-118.300402185,33.9049242039,2012,"1924","0","3","4","05",0,1,"A",,"Y",,,,900,1,"D","G","A","NORMANDIE AV","139TH ST",219,"S","N","2013-07-13",1924,"2012-01-11",752,"111361","17","5","5","0","0",,"0","8M2","-","N",,0,0,,,0,,,,"N",2,"A","-",21202,"A","N","A","H","-","A","D","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","GARDENA","LOS ANGELES","CA",0,0
"5761454",-118.300428623,33.9164253435,2012,"1924","0","2","4","09",0,2,"A",,,,,,1800,1,"D","C","A","EL SEGUNDO BL","NORMANDIE AV",5,"W","N","2013-07-13",1924,"2012-01-17",1749,"105094","03","5","5","0","0",,"0","8L8D","-","N",,0,0,,,0,,,,"Y",4,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","GARDENA","LOS ANGELES","CA",0,0
"5761450",-118.317792982,33.9019247022,2012,"1924","0","6","4","09",0,2,"A",,,,,,1200,1,"A","C","A","ROSECRANS AV","VAN NESS AV",18,"E","N","2013-07-13",1924,"2012-01-14",930,"111229","16","5","5","0","0",,"0","8M1","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","GARDENA","LOS ANGELES","CA",0,0
"5761446",-118.311423441,33.9009407913,2012,"1924","0","7","3","01",0,1,"A",,,,,"Y",300,1,"A","E","A","SAINT ANDREWS PL","144TH ST",27,"S","N","2013-07-13",1924,"2012-01-15",40,"113630","16","5","5","0","0",,"0","8A31M","-","N",,0,0,,,0,,,,"Y",3,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",0,1,0,0,0,0,0,0,0,"-","-","GARDENA","LOS ANGELES","CA",0,0
"5761442",-118.292150313,33.8946348365,2012,"1924","0","6","4","01",0,1,"A",,,,,"Y",2400,1,"E","J","A","MARINE AV","VERMONT AV",42,"W","N","2013-07-13",1924,"2012-01-14",2335,"112602","27","5","5","0","0",,"0","8L11M","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","M","A","H","-","C","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","GARDENA","LOS ANGELES","CA",0,0
"5745359",-118.588603991,34.2642207573,2012,"1942","0","6","4","03",0,2,"A",,,,,,1500,1,"C","C","A","DE SOTO AV","CHATSWORTH ST",100,"S","N","2013-11-04",1942,"2012-01-14",1300,"33829","1723","5","7","0","0","Q","0","17TL18","-","N",,0,0,,,0,,,,"N",3,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","07",0,0,2,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5732077",-118.413062309,34.0671149147,2012,"1910","0","4","4","09",0,1,"A",,,,,,1500,1,"D","C","A","WILSHIRE BL","TRENTON DR",0,,"Y","2013-06-26",1910,"2012-01-26",1250,"34075","BVH","5","4","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BEVERLY HILLS","LOS ANGELES","CA",0,0
"5732073",-118.389812223,34.0593648615,2012,"1910","0","4","4","-",0,1,"A",,"Y",,,,1800,1,"D","G","A","DOHENY DR","OLYMPIC BL",0,,"Y","2013-06-26",1910,"2012-01-19",1738,"373",,"5","4","0","0",,"0","007","-","N",,0,0,,,0,,,,"N",2,"A","-",0,,"N","A","H","-","C","A","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","BEVERLY HILLS","LOS ANGELES","CA",-118.38981,34.05929
"5732069",0,0,2012,"1910","0","4","3","09",0,1,"A",,"Y",,,,1500,1,"D","G","A","WILSHIRE BL","SOUTH SANTA MONICA BL",15,"S","N","2013-09-11",1910,"2012-01-26",1327,"00776",,"5","4","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","A","A","0","Y","L","04",0,1,0,0,0,0,1,0,0,"-","-","BEVERLY HILLS","LOS ANGELES","CA",-118.41013,34.06724
"5732065",-118.395662263,34.0772349612,2012,"1910","0","2","4","-",0,2,"B",,,,,,300,1,"C","C","A","SANTA MONICA BL","BEVERLY BL",0,,"Y","2013-09-11",1910,"2012-01-31",105,"367",,"5","4","0","0",,"0","006","-","N",,0,0,,,0,,,,"Y",2,"A","-",0,,"N","A","H","-","C","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","BEVERLY HILLS","LOS ANGELES","CA",-118.23551,34.43782
"5732061",-118.406752254,34.0696148627,2012,"1910","0","6","4","00",0,1,"A",,,,,,1800,1,"D","C","A","BEDFORD DR","SOUTH SANTA MONICA BL",0,,"Y","2013-06-26",1910,"2012-01-28",1514,"4063",,"5","4","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"D","-",0,,"N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","BEVERLY HILLS","LOS ANGELES","CA",0,0
"5732057",-118.412058247,34.0913479746,2012,"1910","0","6","3","11",0,1,"A","Y",,,,,1500,1,"G","B","D","BEVERLY DR","COLDWATER CANYON DR",310,"N","N","2013-06-26",1910,"2012-01-28",1420,"2988","BH","5","4","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","A","A","0","Y","N","60",0,1,0,0,1,0,0,0,0,"-","-","BEVERLY HILLS","LOS ANGELES","CA",-118.24,34.5
"5732053",-118.389793686,34.0849919842,2012,"1910","0","5","4","11",0,1,"A","Y",,,,,1800,1,"B","B","D","DOHENY DR","ELEVADO WY",50,"N","N","2013-06-26",1910,"2012-01-27",1613,"373",,"5","4","0","0",,"0","006","-","N",,0,0,,,0,,,,"N",2,"A","-",21954,"A","N","A","H","-","A","D","0","Y","N","60",0,0,1,0,1,0,0,0,0,"-","-","BEVERLY HILLS","LOS ANGELES","CA",-118.28973,34.08508
"5732049",-118.380502247,34.066284879,2012,"1910","0","2","4","00",0,1,"A",,,,,,1200,1,"D","C","A","WILSHIRE BL","WILLAMAN DR",0,,"Y","2013-09-11",1910,"2012-01-24",958,"2072",,"5","4","0","0",,"0","009","-","N",,0,0,,,0,,,,"Y",2,"D","-",0,,"N","A","H","-","A","A","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","BEVERLY HILLS","LOS ANGELES","CA",-118.38043,34.06631
"5732045",-118.399122214,34.0595814207,2012,"1910","0","2","4","09",0,1,"A",,,,,,1200,1,"C","C","A","BEVERWILL DR","OLYMPIC BL",45,"S","N","2013-06-26",1910,"2012-01-17",927,"25212",,"5","4","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",3,"A","-",21801,"A","N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","BEVERLY HILLS","LOS ANGELES","CA",-118.39912,34.0596
"5732041",-118.376262235,34.0652448881,2012,"1910","0","4","4","00",0,2,"A",,,,,,900,1,"B","C","A","LA CIENEGA BL","WILSHIRE BL",0,,"Y","2013-06-26",1910,"2012-01-26",815,"2720",,"5","4","0","0",,"0",,"-","N",,0,0,,,0,,,,"N",2,"D","-",0,,"N","A","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","BEVERLY HILLS","LOS ANGELES","CA",0,0
"5732037",-118.212230294,33.954885072,2012,"1969","0","4","4","05",0,1,"A",,"Y",,,,2100,1,"D","G","A","STATE ST","FIRESTONE BL",30,"N","N","2013-06-26",1969,"2012-01-05",1806,"10171","TRAFF","5","5","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",21650,"1","N","A","H","-","A","A","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","SOUTH GATE","LOS ANGELES","CA",0,0
"5728903",-118.406254694,34.0699498162,2012,"1910","0","3","4","08",0,1,"A",,,,,,1800,1,"B","C","A","SOUTH SANTA MONICA BL","CAMDEN DR",200,"W","N","2013-07-20",1910,"2012-01-25",1535,"373",,"5","4","0","0",,"0","005","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","D","0","Y","D","22",0,0,1,0,0,0,0,0,0,"-","-","BEVERLY HILLS","LOS ANGELES","CA",0,0
"5691555",-118.397244312,34.1433847996,2012,"1942","0","3","4","07",0,1,"A",,,,,,2400,1,"B","C","A","VENTURA BL","VANTAGE AV",100,"E","N","2013-09-30",1942,"2012-01-11",2240,"37143","1591","5","7","0","0","O","0","19T73","-","N",,0,0,,,0,,,,"N",2,"A","-",21658,"A","N","A","H","-","C","D","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5682467",-118.352196607,34.0701296009,2012,"1942","0","1","2","-",0,1,"A",,"Y",,,,2100,1,"H","G","A","3RD ST","VISTA ST",8,"E","N","2013-07-06",1942,"2012-01-02",1900,"38421","0725","5","7","0","0","G","0",,"-","N",,0,0,,,0,,,,"N",2,"A","-",0,,"F","A","H","-","C","D","0","Y","-","-",1,0,0,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5682415",-118.59433931,34.2198345053,2012,"1942","0","1","3","09",0,1,"C",,,,,,900,1,"A","C","A","ROSCOE BL","DEERING AV",225,"E","N","2013-08-06",1942,"2012-01-23",815,"24361","2126","5","7","0","0",,"0","17TL19","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","F","B","H","-","A","D","0","Y","-","99",0,1,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5681684",-118.343942196,33.9490574119,2012,"1933","0","7","4","03",0,2,"A",,,,,,1800,1,"C","C","A","PRAIRIE AV","HARDY ST",10,"S","N","2013-08-06",1933,"2012-01-01",1730,"913","26","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","C","A","0","Y","A",,0,0,2,0,0,0,0,0,0,"-","-","INGLEWOOD","LOS ANGELES","CA",0,0
"5666752",-118.326542223,33.9418249475,2012,"1933","0","3","4","12",0,1,"A",,,,,,1500,1,"A","C","A","CRENSHAW BL","104TH ST",0,,"Y","2013-07-05",1933,"2012-01-04",1336,"655","33","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","N","A","H","-","-","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","INGLEWOOD","LOS ANGELES","CA",0,0
"5666748",-118.33940221,33.9357948718,2012,"1933","0","1","2","12",0,1,"A",,,,,,2100,1,"D","-","A","DOTY AV","110TH ST",0,,"Y","2013-07-05",1933,"2012-01-02",1803,"812","34","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",22450,"A","N","A","H","-","C","A","0","Y","-","-",1,0,0,0,0,0,0,0,0,"-","-","INGLEWOOD","LOS ANGELES","CA",0,0
"5666744",-118.328762331,33.960044886,2012,"1933","0","2","4","12",0,2,"A",,,,,,1200,1,"D","C","A","MANCHESTER BL","11TH AV",0,,"Y","2013-07-05",1933,"2012-01-03",934,"812","22","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",21453,"A","M","A","H","-","A","A","0","Y","-","-",0,0,2,0,0,0,0,0,0,"-","-","INGLEWOOD","LOS ANGELES","CA",0,0
"5666740",-118.361802303,33.9656549029,2012,"1933","0","2","4","12",0,2,"A",,,,,,1500,1,"D","C","A","FLORENCE AV","INGLEWOOD AV",0,,"Y","2013-07-05",1933,"2012-01-03",1429,"655","8","5","6","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","INGLEWOOD","LOS ANGELES","CA",0,0
"5666736",-118.318861434,33.9456019711,2012,"1933","0","2","4","09",0,1,"A",,"Y",,,,1800,1,"D","G","A","2ND ST","CENTURY BL",50,"N","N","2013-07-05",1933,"2012-01-03",1523,"868","29","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",21804,"A","N","A","H","-","A","A","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","INGLEWOOD","LOS ANGELES","CA",0,0
"5666102",-118.150250208,34.1225413876,2012,"1970","0","2","4","03",0,2,"A",,,,,"Y",2100,1,"C","D","A","FAIR OAKS AV","COLUMBIA ST",552,"S","N","2013-06-24",1970,"2012-01-31",1809,"194","1970","5","4","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",4,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,0,2,0,0,0,0,0,0,"-","-","SOUTH PASADENA","LOS ANGELES","CA",0,0
"5666100",-118.170925019,34.1112610952,2012,"1970","0","6","4","03",0,1,"-",,,,,,1200,1,"-","C","A","MONTEREY RD","PASADENA AV",391,"S","N","2013-07-24",1970,"2012-01-28",1131,"827","1970","5","4","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",1,"A","-",22350,,"N","-","-","-","-","-","0","Y","-","-",0,0,1,0,0,0,0,0,0,"-","-","SOUTH PASADENA","LOS ANGELES","CA",0,0
"5666099",-118.150302177,34.1168858372,2012,"1970","0","3","4","03",0,1,"A",,"Y",,,,2100,1,"B","G","A","FAIR OAKS AV","HOPE ST",4,"N","N","2013-06-24",1970,"2012-01-11",1813,"193","2","5","4","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","C","A","0","Y","L","04",0,0,1,0,0,0,1,0,0,"-","-","SOUTH PASADENA","LOS ANGELES","CA",0,0
"5666098",-118.161200432,34.1157248677,2012,"1970","0","2","4","09",0,1,"A",,,,,,1200,1,"A","C","A","MISSION ST","ORANGE GROVE AV",48,"W","N","2013-06-24",1970,"2012-01-03",1130,"164",,"5","4","0","0",,"0","001","-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","A","D","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","SOUTH PASADENA","LOS ANGELES","CA",0,0
"5642478",-118.137826536,34.1050433132,2012,"1970","0","4","4","08",0,1,"A",,,,,,1500,1,"C","C","A","HUNTINGTON DR","COURT AV",36,"E","N","2013-06-25",1970,"2012-01-26",1359,"193","4","5","4","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",3,"A","-",22100,"B","N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","SOUTH PASADENA","LOS ANGELES","CA",0,0
"5639078",0,0,2012,"1933","0","6","1","01",1,0,"E",,,,,"Y",300,1,"E","I","A","CENTURY BL","CLUB DR",410,"E","N","2014-04-18",1933,"2012-01-07",232,"695","32","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"Y",1,"A","-",23152,"A","N","A","H","-","C","A","0","Y","A","01",0,0,0,0,0,0,0,0,0,"-","-","INGLEWOOD","LOS ANGELES","CA",0,0
"5638486",-118.447651961,34.047912836,2012,"1942","1","2","1","03",1,0,"A",,,,,,2100,1,"C","C","A","RT 405","SANTA MONICA BL",500,"N","N","2012-09-28",9565,"2012-01-31",2025,"020255",,"2","7","0","1",,"2","063","-","Y","LA",7,405,"-","-",30.97,"H","-","S","Y",3,"A","-",22350,,"N","A","D","-","C","D","1","Y","A","07",0,0,0,0,0,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",-118.44705,34.0471
"5638341",-118.353862133,33.84860486,2012,"1972","0","6","1","12",1,4,"A",,,,,,900,1,"D","C","A","HAWTHORNE BL","DEL AMO BL",0,,"Y","2012-09-14",1972,"2012-01-28",813,"18509",,"5","6","0","0",,"0",,"-","Y","LA",7,107,"-","-",3.01,"I","5","S","Y",4,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A",,0,1,3,0,0,0,0,0,0,"-","-","TORRANCE","LOS ANGELES","CA",0,0
"5638030",-117.90495224,34.1335849825,2012,"1905","0","4","1","01",1,0,"A","Y",,,,"Y",2100,1,"G","B","B","FOOTHILL BL","DALTON AV",0,,"Y","2014-04-11",1905,"2012-01-26",1810,"1110","421","5","4","0","0",,"0","073","-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","C","D","0","Y","A","01",0,0,0,1,0,0,0,0,0,"-","-","AZUSA","LOS ANGELES","CA",0,0
"5637674",-118.323922285,33.9310349379,2012,"1933","0","2","4","09",0,4,"A",,,,,,1800,1,"D","D","A","IMPERIAL HWY","ARDATH AV",0,,"Y","2013-07-20",1933,"2012-01-03",1659,"868","36","5","6","0","0",,"0","004","-","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","C","A","0","Y","A","01",0,0,4,0,0,0,0,0,0,"-","-","INGLEWOOD","LOS ANGELES","CA",0,0
"5636586",-118.3351522,34.0258079756,2012,"1942","0","2","4","07",0,1,"A",,,"Y",,,1500,1,"B","C","A","CRENSHAW BL","JEFFERSON BL",85,"N","N","2013-06-25",1942,"2012-01-17",1200,"27820","0334","5","7","0","0","C","0","3MQ8","-","N",,0,0,,,0,,,,"N",2,"A","-",21658,"A","F","A","H","-","A","A","0","Y","-","99",0,0,1,0,0,0,0,0,1,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5631061",-118.371453765,33.9776271725,2012,"1942","0","5","2","05",0,1,"A",,,"Y",,"Y",2400,1,"A","C","A","LA TIJERA BL","CENTINELA AV",125,"N","N","2013-06-08",1942,"2012-01-27",2305,"30575","1469","5","7","0","0","N","0","6D251","-","N",,0,0,,,0,,,,"Y",2,"A","-",21651,"C","F","A","H","-","C","D","0","Y","A","01",1,0,0,0,0,0,0,0,1,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5627070",-118.418210647,34.011643757,2012,"1918","1","7","4","03",0,11,"A",,,"Y",,"Y",1800,1,"C","C","A","RT 405","VENICE BL",500,"S","N","2014-01-23",9565,"2012-01-15",1734,"20345",,"2","4","0","1",,"2","061","-","Y","LA",7,405,"-","-",27.86,"H","-","S","Y",4,"A","-",22350,,"N","A","H","-","A","D","1","Y","A","08",0,0,11,0,0,0,0,0,1,"-","-","CULVER CITY","LOS ANGELES","CA",0,0
"5624715",-118.254252251,33.9382649224,2012,"1942","0","1","4","08",0,1,"A",,"Y",,,,1500,1,"H","G","A","108TH ST","CENTRAL AV",0,,"Y","2013-06-22",1942,"2012-01-23",1345,"27820","1834","5","7","0","0","R","0","3TL3","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,1,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5615757",-118.077332231,34.762764975,2012,"1992","0","7","4","12",0,1,"A",,,,,,1200,1,"D","C","A","30TH ST WEST","AVE N",0,,"Y","2013-06-22",1900,"2012-01-22",1045,"499652","1149","5","6","0","0",,"0","111T1","-","N",,0,0,,,0,,,,"N",2,"A","-",21453,"A","N","A","H","-","A","A","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","LANCASTER","LOS ANGELES","CA",0,0
"5615753",-118.235428374,33.927920575,2012,"1900","1","1","4","03",0,1,"A",,,,,,900,1,"C","C","A","RT 105","WILMINGTON AV",580,"E","N","2013-09-11",9530,"2012-01-30",740,"18278",,"1","9","0","1",,"2","210","-","Y","LA",7,105,"-","R",9.96,"H","-","E","Y",2,"A","-",22350,,"N","A","H","-","A","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","UNINCORPORATED","LOS ANGELES","CA",-118.23607,33.92786
"5615751",-118.141551644,34.154184049,2012,"1953","0","7","4","08",0,1,"A",,,,,"Y",1500,1,"A","C","A","VILLA ST","LOS ROBLES AV",15,"W","N","2013-07-05",1953,"2012-01-01",1325,"5335","1953","5","6","0","0",,"0","002","-","N",,0,0,,,0,,,,"Y",2,"A","-",22107,,"M","A","H","-","A","A","0","Y","A","07",0,0,1,0,0,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5615749",-118.195252184,33.8905949269,2012,"1900","5","7","3","12",0,1,"A",,,"Y",,,1800,1,"D","C","A","LINSLEY ST","WHITE AV",0,,"Y","2013-06-22",9530,"2012-01-29",1704,"17755",,"2","9","0","3",,"2","003","-","N",,0,0,,,0,,,,"N",2,"A","-",22450,"A","N","A","H","-","A","A","0","Y","C","03",0,1,0,0,0,0,0,0,1,"-","-","UNINCORPORATED","LOS ANGELES","CA",-118.19518,33.89057
"5615729",-118.121292233,34.1378049454,2012,"1953","0","7","4","03",0,1,"A",,,,,,600,1,"C","C","A","HILL AV","SAN PASQUAL ST",0,,"Y","2013-06-22",1953,"2012-01-01",301,"7791","1953","5","6","0","0",,"0","003","-","N",,0,0,,,0,,,,"Y",2,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","PASADENA","LOS ANGELES","CA",0,0
"5614888",-118.30918218,33.8345671765,2012,"1972","0","3","4","09",0,1,"A",,,,,,1800,1,"D","C","A","WESTERN AV","213TH ST",320,"S","N","2013-09-06",1972,"2012-01-11",1730,"18450",,"5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",21801,"A","N","A","H","-","C","D","0","Y","A",,0,0,1,0,0,0,0,0,0,"-","-","TORRANCE","LOS ANGELES","CA",0,0
"5614884",-118.340022228,33.8364449396,2012,"1972","0","7","3","01",0,2,"A",,,,,"Y",2400,1,"C","C","A","TORRANCE BL","MAPLE",0,,"Y","2013-06-22",1972,"2012-01-22",2212,"18712",,"5","6","0","0",,"0",,"-","N",,0,0,,,0,,,,"Y",2,"A","-",23152,"A","N","A","H","-","C","A","0","Y","A",,0,1,1,0,0,0,0,0,0,"-","-","TORRANCE","LOS ANGELES","CA",0,0
"5613269",-118.309625793,34.2596645714,2012,"1942","0","1","4","12",0,1,"A","Y",,,,,1500,1,"G","B","B","FOOTHILL BL","MATHER AV",8,"E","N","2013-08-26",1942,"2012-01-23",1200,"39975","1637","5","7","0","0","P","0","9TL54","-","N",,0,0,,,0,,,,"N",2,"A","-",22450,"A","F","A","H","-","A","A","0","Y","-","99",0,0,1,0,1,0,0,0,0,"-","-","LOS ANGELES","LOS ANGELES","CA",0,0
"5602669",-118.020632207,34.1466349261,2012,"1946","0","1","3","09",0,2,"A",,,,,,1800,1,"A","C","A","5TH","NEWMAN",0,,"Y","2013-06-25",1946,"2012-01-02",1630,"P36",,"5","4","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",21801,"A","N","A","H","-","A","D","0","Y","A","01",0,1,1,0,0,0,0,0,0,"-","-","MONROVIA","LOS ANGELES","CA",0,0
"5602665",-118.016001944,34.1511548802,2012,"1946","0","2","4","03",0,1,"A",,,,,,2100,1,"C","C","A","FOOTHILL","SUNSET",6,"W","N","2013-06-25",1946,"2012-01-03",1842,"P31",,"5","4","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"N","A","H","-","C","D","0","Y","A","01",0,0,1,0,0,0,0,0,0,"-","-","MONROVIA","LOS ANGELES","CA",0,0
"5602661",-118.012582263,34.1321648781,2012,"1946","0","3","3","08",0,1,"A",,"Y",,,,1500,1,"G","G","A","DUARTE RD","10TH AV",3,"E","N","2013-06-25",1946,"2012-01-18",1344,"P25",,"5","4","0","0",,"0","002","-","N",,0,0,,,0,,,,"N",2,"A","-",22107,,"N","A","H","-","A","A","0","Y","A","01",0,1,0,0,0,0,1,0,0,"-","-","MONROVIA","LOS ANGELES","CA",0,0
"5602657",-118.013102227,34.1512048859,2012,"1946","0","1","3","03",0,1,"A",,"Y",,,,1800,1,"C","G","A","FOOTHILL","VIOLET",0,,"Y","2013-06-25",1946,"2012-01-09",1742,"P21",,"5","4","0","0",,"0","001","-","N",,0,0,,,0,,,,"N",2,"A","-",22350,,"M","A","H","-","C","A","0","Y","A","07",0,1,0,0,0,0,1,0,0,"-","-","MONROVIA","LOS ANGELES","CA",0,0
